Prop_landscape_lost,cost_needed_for_top_fraction,min_prop_rem,ave_prop_rem,W_prop_rem,ext-1,ext-2,Species 1,Species 2,Species 3,Species 4,Species 5,Species 6,Species 7
0.05188,60595,0.95326,0.96896,0.97029,0.00015,0.00752,0.953,0.975,0.975,0.961,0.978,0.978,0.963
0.05288,60529,0.95238,0.96834,0.96969,0.00015,0.00767,0.952,0.975,0.974,0.960,0.977,0.977,0.963
0.05388,60460,0.95148,0.96772,0.96909,0.00015,0.00783,0.951,0.974,0.973,0.959,0.977,0.977,0.962
0.05488,60390,0.95054,0.96708,0.96847,0.00015,0.00798,0.951,0.974,0.973,0.958,0.977,0.976,0.961
0.05587,60322,0.94964,0.96644,0.96785,0.00015,0.00814,0.950,0.973,0.972,0.958,0.976,0.975,0.961
0.05687,60254,0.94869,0.96579,0.96724,0.00015,0.00830,0.949,0.973,0.972,0.957,0.976,0.975,0.960
0.05787,60186,0.94773,0.96514,0.96661,0.00015,0.00846,0.948,0.972,0.971,0.956,0.975,0.974,0.959
0.05887,60120,0.94682,0.96453,0.96603,0.00015,0.00861,0.947,0.972,0.971,0.955,0.975,0.974,0.958
0.05986,60051,0.94586,0.96386,0.96539,0.00015,0.00878,0.946,0.971,0.970,0.955,0.974,0.973,0.958
0.06086,59986,0.94497,0.96325,0.96480,0.00015,0.00893,0.945,0.971,0.970,0.954,0.974,0.973,0.957
0.06186,59916,0.94401,0.96257,0.96415,0.00015,0.00910,0.944,0.970,0.969,0.953,0.973,0.972,0.956
0.06286,59847,0.94306,0.96190,0.96350,0.00015,0.00926,0.943,0.970,0.969,0.952,0.973,0.972,0.956
0.06385,59780,0.94210,0.96127,0.96289,0.00015,0.00942,0.942,0.969,0.968,0.952,0.972,0.971,0.955
0.06485,59711,0.94109,0.96061,0.96227,0.00015,0.00958,0.941,0.969,0.968,0.951,0.972,0.971,0.954
0.06585,59643,0.94015,0.95995,0.96163,0.00015,0.00974,0.940,0.968,0.967,0.950,0.971,0.970,0.953
0.06685,59575,0.93914,0.95928,0.96099,0.00015,0.00991,0.939,0.967,0.967,0.949,0.971,0.969,0.953
0.06784,59505,0.93816,0.95860,0.96034,0.00015,0.01008,0.938,0.967,0.966,0.948,0.970,0.969,0.952
0.06884,59434,0.93711,0.95790,0.95967,0.00015,0.01025,0.937,0.966,0.965,0.947,0.970,0.968,0.951
0.06984,59365,0.93614,0.95723,0.95902,0.00015,0.01042,0.936,0.966,0.965,0.946,0.969,0.968,0.950
0.07084,59296,0.93512,0.95655,0.95838,0.00015,0.01058,0.935,0.965,0.964,0.946,0.969,0.967,0.950
0.07183,59228,0.93414,0.95588,0.95774,0.00015,0.01075,0.934,0.965,0.964,0.945,0.968,0.967,0.949
0.07283,59161,0.93314,0.95521,0.95709,0.00015,0.01092,0.933,0.964,0.963,0.944,0.968,0.966,0.948
0.07383,59091,0.93205,0.95451,0.95643,0.00015,0.01109,0.932,0.964,0.963,0.943,0.967,0.966,0.947
0.07483,59020,0.93095,0.95382,0.95577,0.00015,0.01126,0.931,0.963,0.962,0.942,0.967,0.965,0.947
0.07582,58951,0.92990,0.95314,0.95512,0.00016,0.01143,0.930,0.962,0.962,0.941,0.966,0.965,0.946
0.07682,58877,0.92875,0.95240,0.95442,0.00016,0.01161,0.929,0.962,0.961,0.940,0.966,0.964,0.945
0.07782,58806,0.92763,0.95168,0.95374,0.00016,0.01179,0.928,0.961,0.961,0.939,0.965,0.963,0.944
0.07882,58734,0.92652,0.95096,0.95305,0.00016,0.01197,0.927,0.961,0.960,0.938,0.965,0.963,0.944
0.07981,58664,0.92545,0.95023,0.95236,0.00016,0.01215,0.925,0.960,0.960,0.937,0.964,0.962,0.943
0.08081,58595,0.92447,0.94954,0.95169,0.00016,0.01232,0.924,0.959,0.959,0.936,0.964,0.962,0.942
0.08181,58521,0.92335,0.94878,0.95096,0.00016,0.01251,0.923,0.959,0.958,0.935,0.963,0.961,0.941
0.08281,58452,0.92230,0.94808,0.95029,0.00016,0.01268,0.922,0.958,0.958,0.934,0.963,0.961,0.940
0.08380,58383,0.92125,0.94738,0.94962,0.00016,0.01286,0.921,0.958,0.957,0.933,0.962,0.960,0.940
0.08480,58310,0.92013,0.94663,0.94890,0.00016,0.01305,0.920,0.957,0.957,0.932,0.961,0.960,0.939
0.08580,58240,0.91907,0.94593,0.94823,0.00016,0.01322,0.919,0.956,0.956,0.932,0.961,0.959,0.938
0.08679,58171,0.91797,0.94520,0.94754,0.00016,0.01340,0.918,0.956,0.956,0.931,0.961,0.959,0.937
0.08779,58098,0.91684,0.94445,0.94682,0.00016,0.01359,0.917,0.955,0.955,0.929,0.960,0.958,0.936
0.08879,58027,0.91576,0.94369,0.94609,0.00016,0.01378,0.916,0.955,0.954,0.928,0.959,0.958,0.936
0.08979,57956,0.91473,0.94296,0.94540,0.00016,0.01396,0.915,0.954,0.954,0.928,0.959,0.957,0.935
0.09078,57884,0.91367,0.94221,0.94467,0.00016,0.01415,0.914,0.953,0.953,0.927,0.958,0.956,0.934
0.09178,57812,0.91252,0.94143,0.94393,0.00016,0.01435,0.913,0.953,0.953,0.925,0.958,0.956,0.933
0.09278,57740,0.91144,0.94070,0.94323,0.00016,0.01453,0.911,0.952,0.952,0.924,0.957,0.955,0.932
0.09378,57668,0.91035,0.93995,0.94251,0.00016,0.01472,0.910,0.951,0.952,0.923,0.957,0.955,0.932
0.09477,57596,0.90924,0.93920,0.94179,0.00016,0.01491,0.909,0.951,0.951,0.922,0.956,0.954,0.931
0.09577,57522,0.90809,0.93839,0.94102,0.00016,0.01511,0.908,0.950,0.950,0.921,0.955,0.954,0.930
0.09677,57450,0.90694,0.93762,0.94028,0.00016,0.01530,0.907,0.949,0.950,0.920,0.955,0.953,0.929
0.09777,57377,0.90592,0.93688,0.93956,0.00016,0.01549,0.906,0.949,0.949,0.919,0.954,0.953,0.928
0.09876,57304,0.90483,0.93608,0.93879,0.00016,0.01570,0.905,0.948,0.948,0.918,0.954,0.952,0.927
0.09976,57230,0.90362,0.93526,0.93802,0.00016,0.01590,0.904,0.947,0.948,0.917,0.953,0.951,0.927
0.10076,57156,0.90244,0.93444,0.93724,0.00017,0.01611,0.902,0.947,0.947,0.916,0.952,0.951,0.926
0.10176,57082,0.90127,0.93362,0.93645,0.00017,0.01631,0.901,0.946,0.947,0.914,0.952,0.950,0.925
0.10275,57011,0.90019,0.93284,0.93569,0.00017,0.01651,0.900,0.945,0.946,0.913,0.951,0.950,0.924
0.10375,56937,0.89901,0.93202,0.93490,0.00017,0.01672,0.899,0.945,0.945,0.912,0.951,0.949,0.923
0.10475,56860,0.89779,0.93114,0.93406,0.00017,0.01694,0.898,0.944,0.945,0.911,0.950,0.948,0.922
0.10575,56786,0.89663,0.93032,0.93328,0.00017,0.01715,0.897,0.943,0.944,0.910,0.949,0.948,0.922
0.10674,56710,0.89539,0.92946,0.93245,0.00017,0.01737,0.895,0.943,0.943,0.908,0.949,0.947,0.921
0.10774,56636,0.89425,0.92864,0.93166,0.00017,0.01758,0.894,0.942,0.943,0.907,0.948,0.947,0.920
0.10874,56562,0.89306,0.92779,0.93085,0.00017,0.01779,0.893,0.941,0.942,0.906,0.947,0.946,0.919
0.10974,56490,0.89196,0.92700,0.93008,0.00017,0.01800,0.892,0.940,0.941,0.905,0.947,0.945,0.918
0.11073,56417,0.89082,0.92618,0.92930,0.00017,0.01820,0.891,0.940,0.941,0.904,0.946,0.945,0.918
0.11173,56344,0.88965,0.92536,0.92851,0.00017,0.01841,0.890,0.939,0.940,0.902,0.946,0.944,0.917
0.11273,56270,0.88842,0.92450,0.92769,0.00017,0.01863,0.888,0.938,0.939,0.901,0.945,0.944,0.916
0.11373,56194,0.88721,0.92362,0.92685,0.00017,0.01885,0.887,0.938,0.939,0.900,0.944,0.943,0.915
0.11472,56119,0.88601,0.92276,0.92603,0.00017,0.01907,0.886,0.937,0.938,0.898,0.943,0.942,0.914
0.11572,56044,0.88487,0.92188,0.92519,0.00017,0.01930,0.885,0.936,0.937,0.897,0.943,0.942,0.913
0.11672,55969,0.88368,0.92102,0.92436,0.00017,0.01952,0.884,0.936,0.937,0.896,0.942,0.941,0.912
0.11772,55896,0.88253,0.92016,0.92354,0.00017,0.01974,0.883,0.935,0.936,0.895,0.941,0.941,0.911
0.11871,55821,0.88137,0.91929,0.92271,0.00017,0.01996,0.881,0.934,0.935,0.893,0.941,0.940,0.910
0.11971,55748,0.88022,0.91844,0.92189,0.00017,0.02017,0.880,0.933,0.935,0.892,0.940,0.939,0.910
0.12071,55674,0.87910,0.91761,0.92109,0.00017,0.02039,0.879,0.933,0.934,0.891,0.939,0.939,0.909
0.12171,55601,0.87789,0.91676,0.92028,0.00018,0.02061,0.878,0.932,0.933,0.890,0.939,0.938,0.908
0.12270,55528,0.87682,0.91591,0.91946,0.00018,0.02083,0.877,0.931,0.933,0.888,0.938,0.937,0.907
0.12370,55456,0.87567,0.91505,0.91864,0.00018,0.02105,0.876,0.931,0.932,0.887,0.937,0.937,0.906
0.12470,55382,0.87450,0.91417,0.91780,0.00018,0.02127,0.874,0.930,0.931,0.886,0.937,0.936,0.905
0.12569,55311,0.87343,0.91334,0.91700,0.00018,0.02148,0.873,0.929,0.930,0.885,0.936,0.935,0.905
0.12669,55239,0.87228,0.91250,0.91619,0.00018,0.02170,0.872,0.929,0.930,0.883,0.935,0.935,0.904
0.12769,55168,0.87126,0.91169,0.91540,0.00018,0.02191,0.871,0.928,0.929,0.882,0.934,0.934,0.903
0.12869,55095,0.87012,0.91082,0.91456,0.00018,0.02214,0.870,0.927,0.928,0.881,0.934,0.934,0.902
0.12968,55022,0.86906,0.90994,0.91372,0.00018,0.02236,0.869,0.926,0.928,0.880,0.933,0.933,0.901
0.13068,54948,0.86791,0.90907,0.91288,0.00018,0.02259,0.868,0.926,0.927,0.878,0.932,0.932,0.900
0.13168,54875,0.86681,0.90819,0.91203,0.00018,0.02282,0.867,0.925,0.926,0.877,0.931,0.932,0.899
0.13268,54801,0.86569,0.90731,0.91119,0.00018,0.02304,0.866,0.924,0.925,0.876,0.930,0.931,0.899
0.13367,54726,0.86452,0.90639,0.91031,0.00018,0.02328,0.865,0.923,0.925,0.875,0.930,0.930,0.898
0.13467,54655,0.86348,0.90553,0.90948,0.00018,0.02351,0.863,0.923,0.924,0.873,0.929,0.930,0.897
0.13567,54584,0.86243,0.90463,0.90862,0.00018,0.02374,0.862,0.922,0.923,0.872,0.928,0.929,0.896
0.13667,54511,0.86134,0.90373,0.90775,0.00018,0.02397,0.861,0.921,0.922,0.871,0.927,0.928,0.895
0.13766,54439,0.86021,0.90280,0.90686,0.00018,0.02421,0.860,0.920,0.922,0.870,0.926,0.928,0.894
0.13866,54368,0.85918,0.90192,0.90602,0.00018,0.02444,0.859,0.920,0.921,0.868,0.925,0.927,0.893
0.13966,54296,0.85808,0.90100,0.90513,0.00018,0.02468,0.858,0.919,0.920,0.867,0.924,0.927,0.892
0.14066,54223,0.85696,0.90007,0.90424,0.00018,0.02492,0.857,0.918,0.919,0.866,0.923,0.926,0.891
0.14165,54153,0.85589,0.89917,0.90338,0.00018,0.02515,0.856,0.918,0.919,0.865,0.922,0.925,0.890
0.14265,54079,0.85476,0.89823,0.90248,0.00018,0.02540,0.855,0.917,0.918,0.863,0.921,0.925,0.889
0.14365,54005,0.85364,0.89730,0.90158,0.00018,0.02564,0.854,0.916,0.917,0.862,0.920,0.924,0.888
0.14465,53929,0.85251,0.89633,0.90065,0.00019,0.02589,0.853,0.915,0.916,0.860,0.919,0.923,0.887
0.14564,53855,0.85130,0.89541,0.89977,0.00019,0.02614,0.851,0.914,0.916,0.859,0.918,0.923,0.886
0.14664,53782,0.85022,0.89451,0.89890,0.00019,0.02637,0.850,0.914,0.915,0.858,0.918,0.922,0.885
0.14764,53709,0.84908,0.89357,0.89800,0.00019,0.02662,0.849,0.913,0.914,0.857,0.917,0.921,0.884
0.14864,53639,0.84800,0.89267,0.89714,0.00019,0.02685,0.848,0.912,0.913,0.855,0.916,0.921,0.883
0.14963,53568,0.84692,0.89176,0.89626,0.00019,0.02709,0.847,0.912,0.912,0.854,0.915,0.920,0.882
0.15063,53492,0.84580,0.89078,0.89533,0.00019,0.02735,0.846,0.911,0.912,0.853,0.914,0.919,0.881
0.15163,53418,0.84468,0.88987,0.89445,0.00019,0.02758,0.845,0.910,0.911,0.851,0.913,0.919,0.881
0.15263,53346,0.84355,0.88893,0.89354,0.00019,0.02783,0.844,0.909,0.910,0.850,0.912,0.918,0.880
0.15362,53273,0.84246,0.88799,0.89265,0.00019,0.02808,0.842,0.909,0.909,0.849,0.911,0.917,0.878
0.15462,53199,0.84128,0.88703,0.89171,0.00019,0.02833,0.841,0.908,0.908,0.848,0.910,0.917,0.877
0.15562,53125,0.84016,0.88609,0.89081,0.00019,0.02858,0.840,0.907,0.908,0.846,0.909,0.916,0.877
0.15662,53053,0.83910,0.88516,0.88992,0.00019,0.02883,0.839,0.906,0.907,0.845,0.908,0.915,0.876
0.15761,52980,0.83801,0.88421,0.88900,0.00019,0.02908,0.838,0.905,0.906,0.844,0.907,0.915,0.875
0.15861,52907,0.83685,0.88324,0.88807,0.00019,0.02933,0.837,0.905,0.905,0.842,0.906,0.914,0.874
0.15961,52833,0.83573,0.88227,0.88714,0.00019,0.02959,0.836,0.904,0.904,0.841,0.905,0.913,0.873
0.16060,52760,0.83457,0.88132,0.88623,0.00019,0.02984,0.835,0.903,0.904,0.840,0.904,0.913,0.872
0.16160,52688,0.83348,0.88040,0.88534,0.00019,0.03008,0.833,0.902,0.903,0.838,0.903,0.912,0.871
0.16260,52613,0.83229,0.87940,0.88439,0.00019,0.03035,0.832,0.902,0.902,0.837,0.902,0.911,0.870
0.16360,52540,0.83113,0.87841,0.88345,0.00019,0.03061,0.831,0.901,0.901,0.836,0.901,0.911,0.869
0.16459,52466,0.83002,0.87747,0.88254,0.00019,0.03086,0.830,0.900,0.900,0.834,0.900,0.910,0.868
0.16559,52392,0.82888,0.87648,0.88159,0.00019,0.03112,0.829,0.899,0.900,0.833,0.899,0.909,0.867
0.16659,52318,0.82773,0.87550,0.88065,0.00020,0.03138,0.828,0.899,0.899,0.832,0.898,0.909,0.866
0.16759,52243,0.82655,0.87452,0.87972,0.00020,0.03164,0.827,0.898,0.898,0.830,0.897,0.908,0.864
0.16858,52170,0.82542,0.87356,0.87879,0.00020,0.03189,0.825,0.897,0.897,0.829,0.896,0.907,0.863
0.16958,52096,0.82425,0.87258,0.87785,0.00020,0.03215,0.824,0.896,0.896,0.827,0.895,0.907,0.862
0.17058,52022,0.82303,0.87159,0.87691,0.00020,0.03241,0.823,0.895,0.896,0.826,0.894,0.906,0.861
0.17158,51947,0.82176,0.87056,0.87594,0.00020,0.03269,0.822,0.895,0.895,0.824,0.893,0.905,0.860
0.17257,51874,0.82066,0.86960,0.87502,0.00020,0.03294,0.821,0.894,0.894,0.823,0.892,0.905,0.859
0.17357,51800,0.81955,0.86862,0.87407,0.00020,0.03320,0.820,0.893,0.893,0.822,0.891,0.904,0.858
0.17457,51725,0.81840,0.86763,0.87312,0.00020,0.03347,0.818,0.892,0.892,0.820,0.890,0.903,0.857
0.17557,51651,0.81715,0.86663,0.87218,0.00020,0.03373,0.817,0.892,0.892,0.819,0.888,0.903,0.856
0.17656,51577,0.81600,0.86568,0.87127,0.00020,0.03399,0.816,0.891,0.891,0.818,0.888,0.902,0.855
0.17756,51504,0.81487,0.86471,0.87034,0.00020,0.03425,0.815,0.890,0.890,0.816,0.886,0.901,0.854
0.17856,51428,0.81366,0.86368,0.86936,0.00020,0.03452,0.814,0.889,0.889,0.815,0.885,0.901,0.853
0.17956,51355,0.81255,0.86273,0.86845,0.00020,0.03477,0.813,0.889,0.888,0.813,0.884,0.900,0.852
0.18055,51281,0.81141,0.86175,0.86751,0.00020,0.03504,0.811,0.888,0.888,0.812,0.883,0.899,0.851
0.18155,51206,0.81025,0.86075,0.86655,0.00020,0.03530,0.810,0.887,0.887,0.811,0.882,0.899,0.850
0.18255,51131,0.80903,0.85977,0.86562,0.00020,0.03557,0.809,0.886,0.886,0.809,0.881,0.898,0.849
0.18355,51056,0.80777,0.85878,0.86467,0.00020,0.03583,0.808,0.885,0.885,0.808,0.880,0.897,0.848
0.18454,50983,0.80639,0.85781,0.86374,0.00020,0.03609,0.807,0.885,0.884,0.806,0.879,0.897,0.847
0.18554,50910,0.80508,0.85686,0.86283,0.00020,0.03635,0.806,0.884,0.884,0.805,0.878,0.896,0.846
0.18654,50836,0.80366,0.85588,0.86189,0.00020,0.03661,0.805,0.883,0.883,0.804,0.877,0.895,0.844
0.18754,50764,0.80239,0.85493,0.86098,0.00020,0.03687,0.804,0.882,0.882,0.802,0.876,0.895,0.843
0.18853,50692,0.80115,0.85399,0.86008,0.00020,0.03712,0.802,0.882,0.881,0.801,0.875,0.894,0.842
0.18953,50618,0.79975,0.85301,0.85913,0.00020,0.03739,0.801,0.881,0.880,0.800,0.874,0.893,0.841
0.19053,50541,0.79820,0.85200,0.85817,0.00021,0.03766,0.800,0.880,0.879,0.798,0.873,0.893,0.840
0.19153,50468,0.79687,0.85103,0.85725,0.00021,0.03792,0.799,0.879,0.879,0.797,0.872,0.892,0.839
0.19252,50396,0.79564,0.85008,0.85633,0.00021,0.03818,0.798,0.879,0.878,0.796,0.871,0.891,0.838
0.19352,50322,0.79426,0.84910,0.85540,0.00021,0.03845,0.797,0.878,0.877,0.794,0.870,0.891,0.837
0.19452,50251,0.79304,0.84820,0.85453,0.00021,0.03869,0.796,0.877,0.876,0.793,0.869,0.890,0.837
0.19552,50177,0.79165,0.84721,0.85357,0.00021,0.03896,0.795,0.876,0.875,0.792,0.868,0.889,0.836
0.19651,50103,0.79033,0.84627,0.85267,0.00021,0.03922,0.793,0.876,0.875,0.790,0.867,0.889,0.835
0.19751,50030,0.78895,0.84529,0.85174,0.00021,0.03949,0.792,0.875,0.874,0.789,0.866,0.888,0.834
0.19851,49957,0.78768,0.84437,0.85084,0.00021,0.03974,0.791,0.874,0.873,0.788,0.865,0.887,0.833
0.19950,49882,0.78626,0.84340,0.84991,0.00021,0.04001,0.790,0.873,0.872,0.786,0.864,0.887,0.832
0.20050,49808,0.78495,0.84243,0.84898,0.00021,0.04027,0.789,0.872,0.871,0.785,0.863,0.886,0.831
0.20150,49735,0.78355,0.84146,0.84804,0.00021,0.04054,0.788,0.872,0.871,0.784,0.862,0.885,0.830
0.20250,49662,0.78226,0.84051,0.84712,0.00021,0.04080,0.787,0.871,0.870,0.782,0.861,0.884,0.829
0.20349,49590,0.78103,0.83959,0.84623,0.00021,0.04105,0.786,0.870,0.869,0.781,0.860,0.884,0.828
0.20449,49519,0.77990,0.83869,0.84536,0.00021,0.04130,0.785,0.869,0.868,0.780,0.859,0.883,0.827
0.20549,49446,0.77856,0.83775,0.84446,0.00021,0.04156,0.784,0.869,0.867,0.779,0.858,0.882,0.826
0.20649,49372,0.77723,0.83681,0.84355,0.00021,0.04182,0.783,0.868,0.866,0.777,0.857,0.882,0.825
0.20748,49302,0.77607,0.83590,0.84268,0.00021,0.04207,0.781,0.867,0.866,0.776,0.856,0.881,0.824
0.20848,49227,0.77464,0.83490,0.84171,0.00021,0.04235,0.780,0.866,0.865,0.775,0.855,0.880,0.823
0.20948,49154,0.77344,0.83398,0.84082,0.00021,0.04260,0.779,0.866,0.864,0.773,0.854,0.880,0.822
0.21048,49084,0.77228,0.83308,0.83995,0.00021,0.04285,0.778,0.865,0.863,0.772,0.853,0.879,0.822
0.21147,49012,0.77098,0.83215,0.83905,0.00021,0.04311,0.777,0.864,0.862,0.771,0.851,0.878,0.821
0.21247,48940,0.76972,0.83119,0.83814,0.00021,0.04337,0.776,0.863,0.862,0.770,0.850,0.878,0.820
0.21347,48867,0.76844,0.83023,0.83721,0.00021,0.04364,0.775,0.863,0.861,0.768,0.849,0.877,0.819
0.21447,48794,0.76717,0.82928,0.83629,0.00021,0.04390,0.774,0.862,0.860,0.767,0.848,0.876,0.818
0.21546,48724,0.76607,0.82842,0.83544,0.00021,0.04415,0.773,0.861,0.859,0.766,0.847,0.875,0.817
0.21646,48652,0.76487,0.82749,0.83454,0.00021,0.04441,0.772,0.860,0.858,0.765,0.846,0.875,0.816
0.21746,48579,0.76349,0.82650,0.83359,0.00021,0.04468,0.771,0.859,0.857,0.763,0.845,0.874,0.815
0.21846,48510,0.76248,0.82564,0.83275,0.00021,0.04492,0.770,0.859,0.857,0.762,0.844,0.873,0.814
0.21945,48437,0.76118,0.82467,0.83182,0.00021,0.04519,0.769,0.858,0.856,0.761,0.843,0.873,0.813
0.22045,48366,0.76001,0.82376,0.83093,0.00021,0.04545,0.768,0.857,0.855,0.760,0.842,0.872,0.812
0.22145,48296,0.75886,0.82288,0.83008,0.00021,0.04569,0.767,0.856,0.854,0.759,0.841,0.871,0.811
0.22245,48226,0.75774,0.82198,0.82921,0.00021,0.04595,0.766,0.856,0.853,0.758,0.840,0.871,0.810
0.22344,48155,0.75661,0.82108,0.82833,0.00021,0.04620,0.765,0.855,0.852,0.757,0.839,0.870,0.809
0.22444,48083,0.75546,0.82015,0.82743,0.00022,0.04646,0.764,0.854,0.852,0.755,0.838,0.869,0.809
