Prop_landscape_lost,cost_needed_for_top_fraction,min_prop_rem,ave_prop_rem,W_prop_rem,ext-1,ext-2,Species 1,Species 2,Species 3,Species 4,Species 5,Species 6,Species 7
0.18155,90261,0.85328,0.89777,0.89927,0.00015,0.02626,0.853,0.917,0.892,0.922,0.924,0.868,0.908
0.18255,90151,0.85238,0.89705,0.89856,0.00015,0.02645,0.852,0.916,0.891,0.922,0.923,0.867,0.907
0.18355,90041,0.85147,0.89634,0.89784,0.00015,0.02665,0.851,0.916,0.891,0.921,0.922,0.867,0.907
0.18454,89931,0.85065,0.89563,0.89713,0.00015,0.02684,0.851,0.915,0.890,0.921,0.922,0.866,0.906
0.18554,89821,0.84977,0.89492,0.89643,0.00015,0.02703,0.850,0.914,0.889,0.920,0.921,0.865,0.905
0.18654,89711,0.84889,0.89420,0.89571,0.00015,0.02723,0.849,0.914,0.888,0.919,0.920,0.864,0.905
0.18754,89601,0.84802,0.89350,0.89501,0.00015,0.02742,0.848,0.913,0.888,0.919,0.920,0.863,0.904
0.18853,89491,0.84726,0.89280,0.89430,0.00015,0.02761,0.847,0.912,0.887,0.918,0.919,0.862,0.903
0.18953,89381,0.84637,0.89207,0.89357,0.00015,0.02781,0.846,0.912,0.886,0.918,0.919,0.861,0.903
0.19053,89271,0.84552,0.89133,0.89284,0.00015,0.02801,0.846,0.911,0.885,0.917,0.918,0.860,0.902
0.19153,89161,0.84465,0.89062,0.89213,0.00015,0.02820,0.845,0.910,0.885,0.917,0.918,0.860,0.901
0.19252,89051,0.84379,0.88986,0.89139,0.00015,0.02840,0.844,0.910,0.884,0.916,0.917,0.859,0.900
0.19352,88941,0.84288,0.88914,0.89067,0.00015,0.02860,0.843,0.909,0.883,0.915,0.916,0.858,0.900
0.19452,88831,0.84203,0.88839,0.88993,0.00015,0.02880,0.842,0.908,0.882,0.915,0.915,0.857,0.899
0.19552,88721,0.84118,0.88767,0.88921,0.00015,0.02900,0.841,0.908,0.882,0.914,0.915,0.856,0.898
0.19651,88611,0.84031,0.88692,0.88847,0.00015,0.02920,0.840,0.907,0.881,0.913,0.914,0.855,0.897
0.19751,88501,0.83945,0.88618,0.88773,0.00015,0.02941,0.839,0.906,0.880,0.913,0.914,0.854,0.897
0.19851,88391,0.83848,0.88542,0.88698,0.00015,0.02961,0.838,0.906,0.879,0.912,0.913,0.854,0.896
0.19950,88281,0.83759,0.88462,0.88619,0.00015,0.02983,0.838,0.905,0.879,0.911,0.912,0.853,0.895
0.20050,88171,0.83666,0.88382,0.88540,0.00015,0.03004,0.837,0.904,0.878,0.911,0.911,0.852,0.894
0.20150,88061,0.83575,0.88304,0.88463,0.00015,0.03026,0.836,0.903,0.877,0.910,0.911,0.851,0.893
0.20250,87951,0.83474,0.88219,0.88380,0.00015,0.03048,0.835,0.903,0.876,0.909,0.910,0.850,0.893
0.20349,87841,0.83377,0.88135,0.88298,0.00015,0.03071,0.834,0.902,0.875,0.908,0.909,0.849,0.892
0.20449,87731,0.83296,0.88057,0.88221,0.00015,0.03092,0.833,0.901,0.875,0.907,0.908,0.848,0.891
0.20549,87621,0.83197,0.87971,0.88138,0.00015,0.03115,0.832,0.901,0.874,0.907,0.907,0.848,0.890
0.20649,87511,0.83106,0.87892,0.88060,0.00015,0.03137,0.831,0.900,0.873,0.906,0.907,0.847,0.889
0.20748,87401,0.83004,0.87808,0.87978,0.00015,0.03159,0.830,0.899,0.872,0.905,0.906,0.846,0.888
0.20848,87291,0.82911,0.87726,0.87897,0.00015,0.03181,0.829,0.898,0.872,0.904,0.905,0.845,0.887
0.20948,87181,0.82815,0.87643,0.87816,0.00015,0.03204,0.828,0.898,0.871,0.903,0.904,0.844,0.887
